Offset,PID,Handle,Access,Type,Details
0x82310a08,640,0x234,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\System\ado
0x822f6d00,640,0x238,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\System\Ole DB
0x81fa1508,640,0x23c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\inf
0x82396c20,640,0x240,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system
0x81fc8148,640,0x244,0x160001,File,\Device\HarddiskVolume1\WINDOWS\msagent
0x824806c8,640,0x248,0x160001,File,\Device\HarddiskVolume1
0x82482030,640,0x250,0x1f0003,Event,Microsoft Smart Card Resource Manager Started
0xe193f290,640,0x25c,0x1,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\WINLOGON\CREDENTIALS
0x82374098,640,0x260,0x1f0003,Event,msgina: ReturnToWelcome
0x81fb01c8,640,0x264,0x1f0003,Event,
0x81f9d030,640,0x268,0x1f0003,Event,msgina: ShutdownEvent
0x8204e310,640,0x26c,0x1f0001,Mutant,msgina: InteractiveLogonMutex
0x823acfe0,640,0x270,0x1f0001,Mutant,msgina: InteractiveLogonRequestMutex
0x822ebcd8,640,0x274,0x160001,File,\Device\HarddiskVolume1\Program Files\MSN Gaming Zone\Windows
0x82379028,640,0x278,0x160001,File,\Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x8243a028,640,0x27c,0x160001,File,\Device\HarddiskVolume1\Program Files\NetMeeting
0x81fae028,640,0x280,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x81fab028,640,0x284,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\CHTIME\Applets
0x823975d0,640,0x288,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\wbem
0x81fb58d0,640,0x28c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\IME\CINTLGNT
0x82049128,640,0x290,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\Com
0x823931c0,640,0x294,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\Setup
0x823936e8,640,0x298,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\imjp8_1
0x82397f90,640,0x29c,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Triedit
0x82486920,640,0x2a0,0x160001,File,\Device\HarddiskVolume1\Program Files\Windows NT
0x8234f5f0,640,0x2a4,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\System
0x81f90658,640,0x2a8,0x160001,File,\Device\HarddiskVolume1
0x81f90a80,640,0x2ac,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admcgi\scripts
0x822e33c8,640,0x2b0,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admisapi\scripts
0x822e37f0,640,0x2b4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\usmt
0x822e3c18,640,0x2b8,0x160001,File,\Device\HarddiskVolume1
0x8241d7f0,640,0x2bc,0x160001,File,\Device\HarddiskVolume1
0x822e2d10,640,0x2c0,0x160001,File,\Device\HarddiskVolume1\Program Files\Internet Explorer
0x8236da80,640,0x2c4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\imjp8_1\applets
0x822de7f0,640,0x2c8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\applets
0x822dec18,640,0x2cc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\xircom
0x822e14c0,640,0x2d0,0x160001,File,\Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard
0x822e18e8,640,0x2d4,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo
0x822e1d10,640,0x2d8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\imkr6_1
0x8241e7f0,640,0x2dc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\shared
0x820244c0,640,0x2e0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x8236c658,640,0x2e4,0x160001,File,\Device\HarddiskVolume1
0x8204b678,640,0x2e8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x820a0890,640,0x2ec,0x160001,File,\Device\HarddiskVolume1
0x8238ae88,640,0x2f0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime
0x824c9b48,640,0x2f4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\srchasst
0x82528340,640,0x2f8,0x160001,File,\Device\HarddiskVolume1\Program Files\Outlook Express
0x822ee8f8,640,0x2fc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\oobe
0x822f4668,640,0x300,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries
0x8242d8f8,640,0x304,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries\Resources\1033
0x8243d028,640,0x308,0x160001,File,\Device\HarddiskVolume1\WINDOWS\mui
0x824c9028,640,0x30c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\npp
0x8204b4a8,640,0x310,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\shared\res
0x8249da30,640,0x314,0x160001,File,\Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x82050a10,640,0x318,0x160001,File,\Device\HarddiskVolume1\WINDOWS\ime\chsime\applets
0x82050c28,640,0x31c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\Restore
0x8206bcd8,640,0x320,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\TTS\1033
0x8238e310,640,0x324,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech
0x82303470,640,0x328,0x160001,File,\Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor
0x82050f90,640,0x32c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Homestead
0x82445d00,640,0x330,0x160001,File,\Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Metallic
0x824c3968,640,0x334,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\wbem\snmp
0x823c8bf0,640,0x338,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft
0x82066f90,640,0x33c,0x160001,File,\Device\HarddiskVolume1
0x823158c8,640,0x340,0x160001,File,\Device\HarddiskVolume1\WINDOWS\PeerNet
0x82327028,640,0x344,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x82053468,640,0x348,0x160001,File,\Device\HarddiskVolume1
0x823ce028,640,0x34c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x8205fb90,640,0x350,0x160001,File,\Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x82446830,640,0x354,0x160001,File,\Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x81f83028,640,0x358,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\wbem\xml
0x82413028,640,0x35c,0x160001,File,\Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x8201f028,640,0x360,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0401
0x82416028,640,0x364,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0404
0x822db028,640,0x368,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0405
0x8201b028,640,0x36c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0406
0x822d1028,640,0x370,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0407
0x82497498,640,0x374,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0408
0x81fcf918,640,0x378,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\040b
0x81f85328,640,0x37c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\040C
0x824491a0,640,0x380,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\040D
0x82483d00,640,0x384,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\040e
0x824338d8,640,0x388,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0410
0x8204f310,640,0x38c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0411
0x81f9e158,640,0x390,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0412
0x8237d028,640,0x394,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0413
0x82039478,640,0x398,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0414
0x825e4b30,640,0x39c,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0415
0x8245acf0,640,0x3a0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0416
0x823d2f28,640,0x3a4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0419
0x824cdf68,640,0x3a8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\041b
0x824cddc0,640,0x3ac,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\041D
0x823bfe58,640,0x3b0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\041f
0x820a1440,640,0x3b4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0424
0x824cdc18,640,0x3b8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0804
0x820a0570,640,0x3bc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0816
0x8208ff90,640,0x3c0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0C0A
0x820a1c48,640,0x3c4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0402
0x82078458,640,0x3c8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0418
0x824ba870,640,0x3cc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\041a
0x820a1ac8,640,0x3d0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\041e
0x8247ef90,640,0x3d4,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0425
0x82364f90,640,0x3d8,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0426
0x82364e10,640,0x3dc,0x160001,File,\Device\HarddiskVolume1\WINDOWS\system32\mui\0427
0x82522338,640,0x3e0,0x160001,File,\Device\HarddiskVolume1\Program Files\xerox\nwwia
0x8245ac78,640,0x3e4,0x1f0003,Event,
0xe1698108,640,0x3e8,0x20019,Key,MACHINE\SYSTEM\SETUP
0x823d2eb0,640,0x3ec,0x1f0003,Event,
0x8200bf28,640,0x3f0,0x160001,File,\Device\HarddiskVolume1\WINDOWS\WinSxS
0x82019810,640,0x3f4,0x1f03ff,Thread,TID 860 PID 640
0x824cdef0,640,0x3f8,0x1f0003,Event,
0x824cdd48,640,0x3fc,0x1f0003,Event,
0x823bfde0,640,0x400,0x1f0003,Event,
0x820a13c8,640,0x404,0x1f0003,Event,
0x824cdba0,640,0x408,0x1f0003,Event,
0x820a04f8,640,0x40c,0x1f0003,Event,
0x8208ff18,640,0x410,0x1f0003,Event,
0x820a1bd0,640,0x414,0x1f0003,Event,
0x820197e0,640,0x418,0x1f0003,Event,
0x820783e0,640,0x41c,0x1f0003,Event,
0x824ba838,640,0x420,0x1f0003,Event,
0x824ba808,640,0x424,0x1f0003,Event,
0x820a1a90,640,0x428,0x1f0003,Event,
0x820a1a60,640,0x42c,0x1f0003,Event,
0x8247ef58,640,0x430,0x1f0003,Event,
0x8247ef28,640,0x434,0x1f0003,Event,
0x82364f58,640,0x438,0x1f0003,Event,
0x82364f28,640,0x43c,0x1f0003,Event,
0x82364dd8,640,0x440,0x1f0003,Event,
0x82364da8,640,0x444,0x1f0003,Event,
0x82522300,640,0x448,0x1f0003,Event,
0x825222d0,640,0x44c,0x1f0003,Event,
0x8200bef0,640,0x450,0x1f0003,Event,
0x8200bec0,640,0x454,0x1f0003,Event,
0x8200bde0,640,0x458,0x1f0003,Event,
0x8200bdb0,640,0x45c,0x1f0003,Event,
0x8200bd80,640,0x460,0x1f0003,Event,
0x8200bd50,640,0x464,0x1f0003,Event,
0x8200bd20,640,0x468,0x1f0003,Event,
0x8200b520,640,0x46c,0x1f0003,Event,
0x8200b4f0,640,0x470,0x1f0003,Event,
0x8200b4c0,640,0x474,0x1f0003,Event,
0x8200b490,640,0x478,0x1f0003,Event,
0x8200b460,640,0x47c,0x1f0003,Event,
0x8200b378,640,0x480,0x1f0003,Event,
0x8200b348,640,0x484,0x1f0003,Event,
0x8200b318,640,0x488,0x1f0003,Event,
0x8200b2e8,640,0x48c,0x1f0003,Event,
0x8200b2b8,640,0x490,0x1f0003,Event,
0x8232dff0,640,0x494,0x1f0003,Event,
0x8232dfc0,640,0x498,0x1f0003,Event,
0x8232df90,640,0x49c,0x1f0003,Event,
0x8232df60,640,0x4a0,0x1f0003,Event,
0x8232df30,640,0x4a4,0x1f0003,Event,
0x8232de48,640,0x4a8,0x1f0003,Event,
0x8232de18,640,0x4ac,0x1f0003,Event,
0x8232dde8,640,0x4b0,0x1f0003,Event,
0x8232ddb8,640,0x4b4,0x1f0003,Event,
0x8232dd88,640,0x4b8,0x1f0003,Event,
0x81fd7f20,640,0x4bc,0x1f0003,Event,
0x81fd7ef0,640,0x4c0,0x1f0003,Event,
0x81fd7ec0,640,0x4c4,0x1f0003,Event,
0x81fd7e90,640,0x4c8,0x1f0003,Event,
0x81fd7e60,640,0x4cc,0x1f0003,Event,
0x81fd7a88,640,0x4d0,0x1f0003,Event,
0x81fd7a58,640,0x4d4,0x1f0003,Event,
0x81fd7a28,640,0x4d8,0x1f0003,Event,
0x81fd79f8,640,0x4dc,0x1f0003,Event,
0x81fd79c8,640,0x4e0,0x1f0003,Event,
0x82459bc8,640,0x4e4,0x1f0003,Event,
0x82459b98,640,0x4e8,0x1f0003,Event,
0x82459b68,640,0x4ec,0x1f0003,Event,
0x82459b38,640,0x4f0,0x1f0003,Event,
0x82459b08,640,0x4f4,0x1f0003,Event,
0x82459a20,640,0x4f8,0x1f0003,Event,
0x824599f0,640,0x4fc,0x1f0003,Event,
0x824599c0,640,0x500,0x1f0003,Event,
0x82459990,640,0x504,0x1f0003,Event,
0x82459960,640,0x508,0x1f0003,Event,
0x81fd7ce0,640,0x50c,0x1f0003,Event,
0x81fd7cb0,640,0x510,0x1f0003,Event,
0x81fd7c80,640,0x514,0x1f0003,Event,
0x81fd7c50,640,0x518,0x1f0003,Event,
0x81fd7c20,640,0x51c,0x1f0003,Event,
0x825242f8,640,0x520,0x1f0003,Event,
0x825242c8,640,0x524,0x1f0003,Event,
0x82524298,640,0x528,0x1f0003,Event,
0x82524268,640,0x52c,0x1f0003,Event,
0x82524238,640,0x530,0x1f0003,Event,
0x81f9f9e0,640,0x534,0x1f0003,Event,
0x81f9f9b0,640,0x538,0x1f0003,Event,
0x81f9f980,640,0x53c,0x1f0003,Event,
0x81f9f950,640,0x540,0x1f0003,Event,
0x81f9f920,640,0x544,0x1f0003,Event,
0x82437e58,640,0x548,0x1f0003,Event,
0x82437e28,640,0x54c,0x1f0003,Event,
0x82437df8,640,0x550,0x1f0003,Event,
0x82437dc8,640,0x554,0x1f0003,Event,
0x82437d98,640,0x558,0x1f0003,Event,
0x81f9b020,640,0x55c,0x1f0003,Event,
0x81f9b108,640,0x560,0x1f0003,Event,
0x81f9b0d8,640,0x564,0x1f0003,Event,
0x81f9b0a8,640,0x568,0x1f0003,Event,
0x81f9b078,640,0x56c,0x1f0003,Event,
0x8208b3f8,640,0x570,0x1f0003,Event,
0x8208b3c8,640,0x574,0x1f0003,Event,
0x8208b398,640,0x578,0x1f0003,Event,
0x8208b368,640,0x57c,0x1f0003,Event,
0x8208b338,640,0x580,0x1f0003,Event,
0x822fd7a0,640,0x584,0x1f0003,Event,
0x822fd770,640,0x588,0x1f0003,Event,
0x822fd740,640,0x58c,0x1f0003,Event,
0x822fd710,640,0x590,0x1f0003,Event,
0x822fd6e0,640,0x594,0x1f0003,Event,
0x81f86a30,640,0x598,0x1f0003,Event,
0x81f86a00,640,0x59c,0x1f0003,Event,
0x81f869d0,640,0x5a0,0x1f0003,Event,
0x81f869a0,640,0x5a4,0x1f0003,Event,
0x81f86970,640,0x5a8,0x1f0003,Event,
0x81f86940,640,0x5ac,0x1f0003,Event,
0x81f86608,640,0x5b0,0x1f0003,Event,
0x81f865d8,640,0x5b4,0x1f0003,Event,
0x81f865a8,640,0x5b8,0x1f0003,Event,
0x81f86578,640,0x5bc,0x1f0003,Event,
0x81f86548,640,0x5c0,0x1f0003,Event,
0x81f86518,640,0x5c4,0x1f0003,Event,
0x8201ad60,640,0x5c8,0x1f0003,Event,
0x8201ad30,640,0x5cc,0x1f0003,Event,
0x8201ad00,640,0x5d0,0x1f0003,Event,
0x8201acd0,640,0x5d4,0x1f0003,Event,
0x8201aca0,640,0x5d8,0x1f0003,Event,
0x82019810,640,0x5dc,0x1f03ff,Thread,TID 860 PID 640
0x8201a8d8,640,0x5e0,0x12019f,File,\Device\NamedPipe\SfcApi
0x8201a4b0,640,0x5e4,0x12019f,File,\Device\NamedPipe\SfcApi
0x82412c38,640,0x5e8,0x1f03ff,Thread,TID 864 PID 640
0x822feda0,640,0x5ec,0x1f03ff,Thread,TID 868 PID 640
0x82392bb0,640,0x5f0,0x21f0003,Event,
0xe192d948,640,0x5f8,0xe,Token,
0xe168ee40,640,0x5fc,0x20f003f,Key,USER
0x822e0020,640,0x600,0x1f03ff,Thread,TID 1812 PID 640
0x822fc160,640,0x604,0x1f0003,Event,
0x8244dff0,640,0x608,0x1f0003,Event,hardwaremixercallback
0x82474820,640,0x60c,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0xe194f348,640,0x610,0x1f0001,Port,
0x8201e250,640,0x614,0x1f0003,Event,
0x822d8100,640,0x618,0x1f0003,Event,ThemesStartEvent
0x82056f98,640,0x61c,0x1f0003,Event,
0xe19faa48,640,0x620,0x1f0001,Port,
0x81f8fd78,640,0x624,0x1f0003,Event,mixercallback
0x8234d1b0,640,0x628,0x1f0003,Semaphore,shell.{7CB834F0-527B-11D2-9D1F-0000F805CA57}
0x823bf210,640,0x634,0x1f0003,Event,
0x82038bd0,640,0x638,0x1f0003,Event,
0xe1dde278,640,0x63c,0x1f0001,Port,
0x8203ba28,640,0x644,0x100003,Semaphore,
0xe1757fb8,640,0x648,0x20019,Key,
0x824437c0,640,0x64c,0x1f0003,Event,
0xe1c69140,640,0x650,0x1f0001,Port,
0xe1c4bb78,640,0x654,0x1f0001,Port,
0x82495690,640,0x660,0x1f0003,Event,userenv: machine policy force refresh event
0x822d9fa0,640,0x664,0x1f0001,Mutant,
0x82098cd8,640,0x668,0x1f0001,Mutant,WPA_RT_MUTEX
0x82098530,640,0x66c,0x1f0001,Mutant,WPA_LT_MUTEX
0x820984e0,640,0x670,0x1f0001,Mutant,WPA_HWID_MUTEX
0x82053d60,640,0x674,0x1f0001,Mutant,WPA_LICSTORE_MUTEX
0x822eb860,640,0x678,0x12019f,File,\Device\NamedPipe\winlogonrpc
0x82312c98,640,0x67c,0x12019f,File,\Device\NamedPipe\winlogonrpc
0x822ee168,640,0x680,0x1f0003,Event,userenv: Machine Group Policy ForcedRefresh Needs Foreground Processing
0x81f88388,640,0x684,0x1f0003,Event,
0x82495650,640,0x68c,0x1f0003,Event,winlogon:  User GPO Event 38078
0x81f9a2e8,640,0x690,0x1f0003,Event,jjCSCSharedFillEvent_UM_KM
0xe1c86a78,640,0x694,0xc,Token,
0x81f9a2a8,640,0x698,0x1f0003,Event,jjCSCSessEvent_UM_KM_0
0x824c2560,640,0x69c,0x1f0003,Event,WkssvcToAgentStartEvent
0x824c2520,640,0x6a0,0x1f0003,Event,WkssvcToAgentStopEvent
0x824c24e0,640,0x6a4,0x1f0003,Event,AgentToWkssvcEvent
0x8241bff0,640,0x6a8,0x1f0003,Event,AgentExistsEvent
0x824c24a0,640,0x6ac,0x1f0003,Event,
0x8236e020,640,0x6b0,0x1f03ff,Thread,TID 1140 PID 640
0x81f9a758,640,0x6b4,0x1f0003,Semaphore,
0xe18e9700,640,0x6b8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER
0x8236e2b0,640,0x6bc,0x100003,Semaphore,
0x82412fe8,640,0x6c0,0x100003,Semaphore,
0x822d8df8,640,0x6c4,0x12019f,File,\Device\WMIDataDevice
0x82412fb8,640,0x6c8,0x100003,Event,
0x81f89308,640,0x6cc,0x1f0003,Event,
0x822e8a28,640,0x6d0,0xa84,WmiGuid,
0x82019f90,640,0x6d4,0x1f0003,Event,
0x8204b2f8,640,0x6d8,0x12019f,File,\Device\WMIDataDevice
0x81f892d8,640,0x6dc,0x1f0003,Event,
0x820a8020,640,0x6e0,0x1f0fff,Process,winlogon.exe(640)
0x81f892a8,640,0x6e4,0x1f0003,Event,
0x82019ff0,640,0x6e8,0x1f0003,Event,
0x82019f58,640,0x6ec,0x100003,Semaphore,
0x823672e0,640,0x6f0,0x1f0003,Event,SENS Started Event
0x82098da0,640,0x6f4,0x1f03ff,Thread,TID 1124 PID 640
0x823ac020,640,0x700,0x1f0001,Mutant,
0xe1938480,640,0x704,0x4,Section,
0x8232c7d8,640,0x708,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32
0x81fd38c0,640,0x70c,0x1f0003,Event,WlballoonLogoffNotificationEventName
0xe194ffb8,640,0x710,0x2001f,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\WINLOGON\NOTIFY\WGALOGON
0xe1de2ae8,640,0x714,0xf01ff,Token,
0x81f88350,640,0x724,0x100003,Semaphore,
0x82098d68,640,0x728,0x100003,Semaphore,
0x81f88318,640,0x72c,0x100003,Semaphore,
0x81f882e0,640,0x730,0x100003,Semaphore,
0x824193b0,640,0x734,0x100003,Semaphore,
0x82419378,640,0x738,0x100003,Semaphore,
0x82419340,640,0x73c,0x100003,Semaphore,
0x82419308,640,0x740,0x100003,Semaphore,
0x824192d0,640,0x744,0x100003,Semaphore,
0x8240f3b0,640,0x748,0x100003,Semaphore,
0x8240f378,640,0x74c,0x100003,Semaphore,
0x82047610,640,0x758,0x100003,Semaphore,
0x81fd38c0,640,0x760,0x100000,Event,WlballoonLogoffNotificationEventName
0x822f0238,640,0x764,0x100000,Event,userenv: Machine Group Policy has been applied
0xe1d217c8,640,0x768,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS
0x82040928,640,0x770,0x1f03ff,Thread,TID 1980 PID 640
0x8238a108,640,0x778,0x1f0003,Event,winlogon:  machine GPO Event 38078
0x81fc6ba8,640,0x77c,0x1f0003,Event,userenv: machine policy refresh event
0x8243e138,640,0x784,0x1f0003,Event,userenv: User Group Policy ForcedRefresh Needs Foreground Processing
0x81fab2d0,640,0x788,0x1f0003,Event,
0x81fd6020,640,0x790,0x1f0003,Event,
0xe1c85030,640,0x794,0xc,Token,
0xe1da5430,640,0x798,0xf003f,Key,MUICACHE
0x81f860e0,640,0x79c,0x1f0001,Mutant,
0x824277f0,640,0x7a0,0x1f0003,Event,
0x8206b250,640,0x7a8,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe1da5768,640,0x7ac,0xf003f,Key,
0x82069fb0,640,0x7b0,0x1f0003,Event,CscCacheInitCompleteEvent
0xe1c86790,640,0x7b4,0xc,Token,
0xe1de2ae8,640,0x7b8,0xf01ff,Token,
0x8206c8a0,640,0x7bc,0x1f03ff,Thread,TID 1376 PID 640
0x823aed18,640,0x7c0,0xf01ff,Desktop,Default
0xe2125f00,640,0x7c8,0x1f0001,Port,
0x82312fb0,640,0x7cc,0x1f0003,Event,userenv: user policy force refresh event
0x8244f020,640,0x7d0,0x1f03ff,Thread,TID 1228 PID 640
0x81f83380,640,0x7d4,0x1f0001,Mutant,MidiMapper_modLongMessage_RefCnt
0x81fc7738,640,0x7dc,0x1f0003,Timer,userenv: refresh timer for 640:1984
0xe19c4550,640,0x7e0,0xf003f,Key,USER\S-1-5-21-606747145-152049171-1177238915-500
0xe20601d8,640,0x7e8,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\NETBT\PARAMETERS\INTERFACES
0x8203dd78,640,0x7f0,0x1f03ff,Thread,TID 1988 PID 640
0x8243ef90,640,0x7f4,0x1200a0,File,\Device\Ip
0x8243c578,640,0x7f8,0x1200a0,File,\Device\Tcp
0x8203d900,640,0x7fc,0x1f03ff,Thread,TID 1984 PID 640
0xe10096c0,684,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent
0xe18d2570,684,0x8,0x3,Directory,KnownDlls
0x8232b9d0,684,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32
0x8239b8c8,684,0x10,0x100003,Semaphore,
0xe1883548,684,0x14,0xf000f,Directory,Windows
0xe1678928,684,0x18,0x21f0001,Port,
0x82395988,684,0x1c,0x100003,Semaphore,
0x81f853c8,684,0x20,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX
0xe1630840,684,0x24,0x2000f,Directory,BaseNamedObjects
0xe195d490,684,0x28,0x20f003f,Key,MACHINE
0x8232bdd0,684,0x2c,0xf037f,WindowStation,Service-0x0-3e7$
0xe22a5370,684,0x30,0xf01ff,Token,
0x82003a20,684,0x34,0xf01ff,Desktop,Default
0x8232bdd0,684,0x38,0xf037f,WindowStation,Service-0x0-3e7$
0x81fa6238,684,0x3c,0x1f0003,Event,userenv:  User Profile setup event
0xe16c5b40,684,0x40,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\LOCALE\ALTERNATE SORTS
0xe1943a88,684,0x48,0x20019,Key,
0xe19477b8,684,0x4c,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\ENUM
0xe19bc528,684,0x50,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES
0xe1950e40,684,0x54,0xf003f,Key,MACHINE\SOFTWARE\POLICIES
0xe19bc4c0,684,0x58,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\CLASS
0x8241d570,684,0x60,0x1f0003,Event,
0x824481e8,684,0x64,0x1f0001,Mutant,
0x824983b0,684,0x68,0x1f0003,Event,
0x824de2e0,684,0x6c,0x1f0001,Mutant,
0x82050e48,684,0x70,0x1f0003,Event,
0x8235ea30,684,0x74,0x1f0001,Mutant,
0x82050e18,684,0x78,0x1f0003,Event,
0x8247c1f0,684,0x7c,0x1f0001,Mutant,
0x823150d8,684,0x80,0x1f0003,Event,
0x820abfe0,684,0x84,0x1f0001,Mutant,
0x823150a8,684,0x88,0x1f0003,Event,
0x82095f08,684,0x8c,0x1f0001,Mutant,
0x82451ec8,684,0x90,0x1f0003,Event,
0x82096a00,684,0x94,0x1f0001,Mutant,
0x82451e98,684,0x98,0x1f0003,Event,
0x8234ce78,684,0x9c,0x1f0001,Mutant,
0x81fd51e0,684,0xa0,0x1f0003,Event,
0x824c34c0,684,0xa4,0x1f0001,Mutant,
0x81fd51b0,684,0xa8,0x1f0003,Event,
0x824d1128,684,0xac,0x1f0001,Mutant,
0x8251c600,684,0xb0,0x1f0003,Event,
0x820b4cc0,684,0xb4,0x1f0001,Mutant,
0x8251c5d0,684,0xb8,0x1f0003,Event,
0x824795c8,684,0xbc,0x1f0001,Mutant,
